               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.026164,            0.057811,           0.0021694,             0.95118,             0.93562,             0.96514,             0.69867,            0.024175,             0.03854,           0.0021259,           0.0067577,           0.0067577,           0.0067577
                 133,            0.025805,             0.05905,           0.0022713,              0.9429,             0.95812,             0.96508,             0.66865,            0.025702,             0.03915,           0.0015709,            0.006733,            0.006733,            0.006733
                 134,            0.025779,            0.057988,            0.002323,             0.94787,             0.95716,             0.96582,             0.69116,            0.024483,            0.037533,           0.0014685,           0.0067082,           0.0067082,           0.0067082
                 135,            0.024789,            0.056196,           0.0024002,             0.94531,             0.95769,             0.96515,             0.66929,             0.02525,            0.038563,           0.0016588,           0.0066835,           0.0066835,           0.0066835
                 136,            0.025875,            0.057385,           0.0022715,              0.9413,             0.94818,             0.96066,             0.66693,            0.025986,            0.039219,            0.001417,           0.0066587,           0.0066587,           0.0066587
                 137,             0.02503,            0.056901,           0.0021096,             0.93867,             0.95446,             0.95877,             0.69032,            0.024901,            0.038383,           0.0015141,            0.006634,            0.006634,            0.006634
                 138,            0.025549,            0.057962,           0.0021835,             0.94103,             0.93812,             0.95984,             0.69534,             0.02485,            0.038948,           0.0017044,           0.0066092,           0.0066092,           0.0066092
                 139,            0.025067,            0.057171,           0.0024428,             0.95012,             0.96155,              0.9694,             0.69336,            0.024897,            0.038502,            0.001628,           0.0065845,           0.0065845,           0.0065845
                 140,            0.025187,            0.058638,            0.002179,             0.94629,             0.96603,             0.96077,              0.6929,            0.024278,            0.037853,             0.00151,           0.0065598,           0.0065598,           0.0065598
                 141,            0.025316,            0.057104,           0.0019448,             0.94176,             0.95981,             0.96545,             0.69355,            0.024102,             0.03793,           0.0015109,            0.006535,            0.006535,            0.006535
                 142,            0.025155,            0.056772,           0.0021339,             0.94598,             0.95729,             0.96652,              0.6906,            0.024669,            0.038284,           0.0014686,           0.0065102,           0.0065102,           0.0065102
