               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.023028,            0.023951,           0.0023006,              0.9769,             0.98146,             0.98646,             0.73396,            0.020043,            0.016599,           0.0021545,           0.0061885,           0.0061885,           0.0061885
                 156,            0.022954,            0.024549,           0.0024568,             0.97395,             0.97971,             0.98545,             0.73754,            0.020017,            0.016549,           0.0021605,           0.0061637,           0.0061637,           0.0061637
                 157,            0.022809,            0.023992,             0.00232,              0.9739,              0.9787,             0.98625,             0.73703,             0.02005,            0.016518,           0.0021144,            0.006139,            0.006139,            0.006139
                 158,            0.022547,            0.024323,           0.0022826,             0.97369,             0.97774,             0.98597,             0.73867,             0.02005,            0.016557,           0.0021015,           0.0061142,           0.0061142,           0.0061142
                 159,            0.022692,            0.024298,           0.0023781,             0.97496,             0.97816,             0.98613,             0.73875,            0.020043,            0.016508,           0.0020974,           0.0060895,           0.0060895,           0.0060895
                 160,            0.023164,             0.02407,           0.0023755,             0.97532,             0.97677,             0.98622,             0.73952,            0.019981,            0.016439,           0.0021112,           0.0060647,           0.0060647,           0.0060647
                 161,            0.022679,            0.024255,           0.0022414,             0.97562,             0.97849,             0.98631,             0.73761,            0.020022,            0.016406,           0.0021231,             0.00604,             0.00604,             0.00604
                 162,            0.022294,            0.024005,           0.0022457,             0.97698,              0.9787,             0.98672,             0.73837,            0.020049,            0.016398,           0.0021608,           0.0060152,           0.0060152,           0.0060152
                 163,            0.022978,            0.024051,           0.0024056,             0.97801,              0.9792,             0.98696,             0.73597,            0.020085,            0.016395,           0.0021833,           0.0059905,           0.0059905,           0.0059905
                 164,            0.022968,            0.024281,           0.0024314,             0.97379,             0.97986,             0.98616,             0.73611,            0.020114,             0.01638,           0.0022192,           0.0059658,           0.0059658,           0.0059658
                 165,            0.022974,            0.024185,           0.0023715,             0.97346,             0.97902,             0.98693,             0.73692,            0.020104,            0.016423,           0.0021943,            0.005941,            0.005941,            0.005941
                 166,            0.022477,            0.024284,            0.002247,             0.97629,             0.98141,             0.98745,             0.73509,            0.020054,            0.016455,            0.002123,           0.0059163,           0.0059163,           0.0059163
                 167,            0.022803,            0.023978,           0.0024099,             0.97926,             0.98026,             0.98764,             0.73596,            0.020021,            0.016464,           0.0021033,           0.0058915,           0.0058915,           0.0058915
                 168,             0.02293,            0.024945,           0.0023021,             0.97962,             0.97965,             0.98734,             0.73622,             0.01998,            0.016486,              0.0021,           0.0058668,           0.0058668,           0.0058668
                 169,             0.02269,            0.023867,           0.0022413,             0.97713,             0.98009,             0.98737,             0.73755,            0.019885,            0.016452,           0.0021107,            0.005842,            0.005842,            0.005842
                 170,            0.022669,            0.023655,            0.002309,             0.97485,             0.97931,             0.98755,             0.73595,            0.019884,            0.016436,           0.0021338,           0.0058173,           0.0058173,           0.0058173
                 171,            0.022422,            0.023601,           0.0021954,             0.97338,             0.97952,             0.98702,               0.735,            0.019883,             0.01644,           0.0022071,           0.0057925,           0.0057925,           0.0057925
                 172,            0.022315,            0.024468,           0.0022256,             0.97306,             0.97974,             0.98617,             0.73672,            0.019863,            0.016425,           0.0022013,           0.0057678,           0.0057678,           0.0057678
                 173,            0.022352,            0.023953,           0.0022385,             0.97655,             0.97453,              0.9851,             0.73683,            0.019898,             0.01641,           0.0021862,            0.005743,            0.005743,            0.005743
                 174,            0.022709,            0.024235,           0.0022862,             0.97766,             0.97483,             0.98611,             0.73508,            0.019894,            0.016369,           0.0021599,           0.0057183,           0.0057183,           0.0057183
                 175,             0.02248,            0.023875,           0.0023121,              0.9779,             0.97411,             0.98695,              0.7354,            0.019922,            0.016373,           0.0021111,           0.0056935,           0.0056935,           0.0056935
                 176,            0.022178,            0.023682,            0.002262,             0.97858,             0.97258,             0.98688,             0.73385,            0.019941,            0.016377,           0.0020943,           0.0056688,           0.0056688,           0.0056688
                 177,            0.022649,            0.024734,           0.0023672,             0.97924,             0.97237,             0.98684,             0.73407,            0.019957,            0.016397,           0.0021197,            0.005644,            0.005644,            0.005644
                 178,            0.022254,            0.024037,           0.0023065,             0.97434,             0.97718,             0.98698,             0.73393,             0.01998,            0.016433,           0.0021029,           0.0056193,           0.0056193,           0.0056193
                 179,            0.022198,            0.023871,           0.0021675,             0.97432,             0.97733,             0.98688,             0.73345,            0.019988,            0.016467,            0.002097,           0.0055945,           0.0055945,           0.0055945
                 180,            0.022434,            0.023556,           0.0022707,              0.9753,             0.97692,             0.98674,             0.73178,            0.020005,            0.016524,            0.002098,           0.0055698,           0.0055698,           0.0055698
                 181,            0.022125,            0.024459,           0.0022398,             0.97456,             0.97677,             0.98617,             0.73194,             0.02001,            0.016523,            0.002126,            0.005545,            0.005545,            0.005545
                 182,            0.021946,            0.023656,           0.0021218,             0.97544,             0.97724,             0.98633,             0.73275,            0.019991,            0.016499,           0.0021304,           0.0055202,           0.0055202,           0.0055202
                 183,            0.022236,            0.023629,           0.0021756,             0.97588,             0.97819,             0.98597,              0.7342,            0.020001,            0.016486,           0.0021481,           0.0054955,           0.0054955,           0.0054955
                 184,            0.022179,            0.023735,           0.0022219,             0.97656,             0.97792,             0.98571,             0.73491,            0.020048,            0.016524,           0.0021712,           0.0054707,           0.0054707,           0.0054707
                 185,            0.022042,            0.023293,           0.0023859,             0.97579,             0.97868,             0.98565,             0.73523,            0.020058,            0.016516,           0.0021862,            0.005446,            0.005446,            0.005446
                 186,            0.022045,            0.024324,           0.0022843,             0.97594,             0.97887,             0.98533,             0.73399,            0.020063,            0.016508,           0.0021957,           0.0054212,           0.0054212,           0.0054212
                 187,            0.022026,            0.023743,           0.0021375,             0.97592,             0.97945,             0.98532,             0.73303,            0.020027,            0.016486,             0.00221,           0.0053965,           0.0053965,           0.0053965
                 188,            0.022093,            0.023882,           0.0022015,             0.97673,             0.98021,             0.98554,             0.73351,            0.019982,            0.016478,           0.0022184,           0.0053717,           0.0053717,           0.0053717
                 189,            0.021934,            0.023224,           0.0022309,             0.97688,             0.97947,             0.98597,             0.73476,            0.019978,            0.016464,           0.0022121,            0.005347,            0.005347,            0.005347
                 190,            0.021768,            0.023121,           0.0022265,             0.97597,             0.97942,             0.98625,             0.73403,            0.019973,            0.016463,           0.0021912,           0.0053223,           0.0053223,           0.0053223
                 191,            0.022138,            0.023108,           0.0022056,             0.97787,             0.97812,              0.9862,             0.73331,            0.019996,            0.016429,           0.0021984,           0.0052975,           0.0052975,           0.0052975
                 192,            0.021855,            0.023813,           0.0021953,             0.97854,             0.97798,             0.98648,             0.73588,            0.019993,            0.016413,           0.0021832,           0.0052727,           0.0052727,           0.0052727
                 193,            0.021857,            0.023677,           0.0021914,             0.97801,             0.97686,             0.98632,             0.73545,                0.02,            0.016407,           0.0021877,            0.005248,            0.005248,            0.005248
                 194,            0.021888,            0.023747,           0.0023164,             0.97986,             0.97681,             0.98635,             0.73569,             0.02001,            0.016423,           0.0021872,           0.0052233,           0.0052233,           0.0052233
                 195,            0.021992,            0.023542,           0.0022566,             0.97885,             0.97668,             0.98658,             0.73495,            0.020032,            0.016426,           0.0021868,           0.0051985,           0.0051985,           0.0051985
                 196,            0.022178,            0.023442,           0.0023097,              0.9783,             0.97929,             0.98649,             0.73567,             0.02002,            0.016437,           0.0021805,           0.0051737,           0.0051737,           0.0051737
                 197,            0.021607,            0.023549,           0.0021933,             0.97798,             0.97861,             0.98657,             0.73674,            0.019986,            0.016431,             0.00217,            0.005149,            0.005149,            0.005149
                 198,            0.021885,            0.023509,           0.0022221,             0.97822,             0.97811,             0.98675,             0.73629,            0.019954,            0.016416,           0.0021616,           0.0051243,           0.0051243,           0.0051243
                 199,            0.021859,            0.023169,           0.0022063,             0.97763,             0.97705,             0.98653,             0.73765,            0.019932,            0.016418,           0.0021664,           0.0050995,           0.0050995,           0.0050995
                 200,            0.021728,            0.023518,           0.0022983,             0.97764,             0.98187,             0.98686,             0.73781,             0.01992,            0.016423,           0.0021346,           0.0050747,           0.0050747,           0.0050747
                 201,            0.021725,            0.022987,           0.0021975,             0.97766,             0.98208,             0.98672,             0.73788,            0.019906,            0.016418,           0.0021266,             0.00505,             0.00505,             0.00505
                 202,            0.021955,            0.024342,           0.0021912,             0.97737,             0.98223,             0.98639,             0.73685,            0.019926,            0.016424,           0.0021282,           0.0050253,           0.0050253,           0.0050253
                 203,             0.02174,            0.023475,            0.002138,             0.97766,             0.98162,             0.98616,             0.73669,            0.019927,            0.016438,           0.0021227,           0.0050005,           0.0050005,           0.0050005
                 204,            0.021498,            0.023372,           0.0021108,             0.97759,             0.98198,             0.98622,              0.7383,            0.019941,             0.01645,            0.002122,           0.0049758,           0.0049758,           0.0049758
                 205,            0.021614,            0.023475,           0.0021412,              0.9777,             0.98235,             0.98631,             0.73643,            0.019962,            0.016456,           0.0021164,            0.004951,            0.004951,            0.004951
                 206,            0.021471,            0.023256,           0.0022375,             0.97783,             0.98247,             0.98606,             0.73692,            0.019967,            0.016457,           0.0021239,           0.0049263,           0.0049263,           0.0049263
                 207,            0.021431,            0.023112,           0.0021439,             0.97713,             0.98257,             0.98602,             0.73646,            0.019979,            0.016483,           0.0021244,           0.0049015,           0.0049015,           0.0049015
                 208,            0.021267,            0.022872,           0.0020349,             0.97695,             0.98218,             0.98582,             0.73522,            0.019987,            0.016507,           0.0021377,           0.0048768,           0.0048768,           0.0048768
                 209,            0.021582,            0.023527,           0.0022076,             0.97743,             0.98049,             0.98579,             0.73643,            0.019997,            0.016526,           0.0021433,            0.004852,            0.004852,            0.004852
                 210,            0.021637,            0.023027,           0.0021831,             0.97779,             0.98049,             0.98573,             0.73701,             0.02002,             0.01654,           0.0021451,           0.0048272,           0.0048272,           0.0048272
                 211,             0.02149,             0.02311,           0.0020182,             0.97801,             0.98049,             0.98555,             0.73734,            0.020029,            0.016554,            0.002152,           0.0048025,           0.0048025,           0.0048025
                 212,            0.021504,            0.023292,           0.0021545,             0.97822,             0.98049,             0.98551,             0.73709,            0.020031,            0.016559,           0.0021649,           0.0047778,           0.0047778,           0.0047778
                 213,            0.021191,            0.022855,           0.0021233,             0.97812,             0.98049,             0.98553,             0.73576,            0.020027,            0.016579,            0.002172,            0.004753,            0.004753,            0.004753
                 214,            0.021336,            0.023374,           0.0021603,             0.97807,             0.98049,             0.98552,             0.73781,            0.020019,            0.016592,            0.002172,           0.0047283,           0.0047283,           0.0047283
                 215,            0.021014,            0.022615,           0.0020481,             0.97791,             0.98049,             0.98546,             0.73772,            0.020025,            0.016606,           0.0021692,           0.0047035,           0.0047035,           0.0047035
                 216,            0.021511,            0.022942,            0.002181,             0.97769,             0.98049,             0.98541,             0.73714,            0.020024,            0.016617,           0.0021664,           0.0046788,           0.0046788,           0.0046788
                 217,            0.021043,            0.022844,           0.0020446,             0.97757,             0.98048,             0.98534,             0.73935,            0.020014,            0.016613,           0.0021639,            0.004654,            0.004654,            0.004654
                 218,             0.02128,            0.023376,           0.0021427,             0.97727,             0.98049,             0.98548,             0.73773,            0.020009,             0.01661,             0.00216,           0.0046293,           0.0046293,           0.0046293
                 219,            0.021349,             0.02289,           0.0021898,             0.97694,             0.98049,             0.98545,              0.7378,            0.020011,            0.016607,           0.0021533,           0.0046045,           0.0046045,           0.0046045
                 220,            0.021194,            0.022591,           0.0021362,              0.9771,             0.98049,             0.98554,             0.73806,            0.020003,            0.016612,            0.002149,           0.0045798,           0.0045798,           0.0045798
                 221,            0.021701,            0.023176,           0.0022916,             0.97679,             0.98049,             0.98571,             0.73708,            0.019987,             0.01661,           0.0021451,            0.004555,            0.004555,            0.004555
                 222,             0.02106,             0.02254,           0.0020419,             0.97672,             0.98072,             0.98572,             0.73769,            0.019973,            0.016608,           0.0021486,           0.0045303,           0.0045303,           0.0045303
                 223,            0.021169,            0.022248,            0.002127,             0.97668,             0.98049,             0.98562,             0.73755,            0.019966,            0.016607,           0.0021512,           0.0045055,           0.0045055,           0.0045055
                 224,            0.021417,            0.023127,           0.0022133,             0.97568,             0.98122,             0.98575,             0.73778,            0.019962,            0.016607,           0.0021469,           0.0044808,           0.0044808,           0.0044808
                 225,            0.021364,             0.02285,           0.0021213,              0.9754,             0.98104,              0.9859,             0.73678,            0.019948,            0.016603,           0.0021411,            0.004456,            0.004456,            0.004456
                 226,            0.021205,            0.022399,           0.0021111,             0.97521,             0.98256,             0.98594,             0.73651,            0.019949,            0.016593,           0.0021462,           0.0044313,           0.0044313,           0.0044313
                 227,            0.020887,            0.023175,           0.0020246,             0.97531,             0.98262,              0.9858,             0.73602,             0.01995,            0.016595,           0.0021483,           0.0044065,           0.0044065,           0.0044065
                 228,            0.020685,            0.022726,            0.002021,             0.97552,             0.98264,              0.9857,             0.73482,            0.019948,            0.016601,           0.0021501,           0.0043818,           0.0043818,           0.0043818
                 229,            0.020831,            0.022542,           0.0020249,             0.97553,             0.98251,             0.98573,             0.73545,            0.019954,            0.016607,           0.0021445,            0.004357,            0.004357,            0.004357
                 230,            0.021293,            0.022494,           0.0021266,             0.97557,             0.98228,             0.98572,             0.73506,            0.019956,            0.016609,           0.0021393,           0.0043323,           0.0043323,           0.0043323
                 231,            0.020988,            0.022142,           0.0021148,             0.97554,               0.982,             0.98566,             0.73536,            0.019956,            0.016615,           0.0021436,           0.0043075,           0.0043075,           0.0043075
                 232,            0.021167,             0.02297,           0.0022475,             0.97554,             0.98213,             0.98557,             0.73521,            0.019961,            0.016622,           0.0021431,           0.0042828,           0.0042828,           0.0042828
                 233,            0.021004,            0.022553,            0.002119,             0.97552,             0.98198,             0.98545,             0.73458,            0.019967,            0.016628,           0.0021451,            0.004258,            0.004258,            0.004258
                 234,             0.02101,            0.022525,           0.0020845,             0.97549,             0.98202,             0.98547,             0.73501,            0.019978,            0.016628,           0.0021399,           0.0042333,           0.0042333,           0.0042333
                 235,            0.020888,            0.022713,           0.0022722,              0.9745,               0.981,             0.98552,             0.73522,            0.019979,            0.016631,           0.0021399,           0.0042085,           0.0042085,           0.0042085
                 236,            0.020947,              0.0228,           0.0021514,             0.97438,             0.98188,             0.98542,             0.73498,            0.019975,            0.016631,           0.0021364,           0.0041837,           0.0041837,           0.0041837
                 237,            0.020822,            0.022818,           0.0022176,             0.97439,               0.982,             0.98544,             0.73469,            0.019977,            0.016632,           0.0021397,            0.004159,            0.004159,            0.004159
                 238,             0.02096,            0.022843,           0.0020458,             0.97435,             0.98214,             0.98546,             0.73456,             0.01997,            0.016631,           0.0021483,           0.0041342,           0.0041342,           0.0041342
                 239,            0.020713,            0.022609,           0.0021164,              0.9743,             0.98226,              0.9855,             0.73437,            0.019961,            0.016633,           0.0021539,           0.0041095,           0.0041095,           0.0041095
                 240,            0.020683,            0.022822,           0.0020828,              0.9743,             0.98233,             0.98547,             0.73385,            0.019956,            0.016643,           0.0021557,           0.0040847,           0.0040847,           0.0040847
                 241,             0.02077,            0.022735,           0.0020634,             0.97425,             0.98231,             0.98548,              0.7335,            0.019962,            0.016644,            0.002163,             0.00406,             0.00406,             0.00406
                 242,            0.020525,            0.022179,           0.0019721,             0.97398,             0.98263,             0.98552,             0.73419,            0.019956,            0.016646,           0.0021653,           0.0040352,           0.0040352,           0.0040352
                 243,            0.020804,            0.022703,           0.0020719,             0.97453,             0.98226,             0.98552,             0.73518,            0.019951,            0.016648,           0.0021666,           0.0040105,           0.0040105,           0.0040105
                 244,            0.020745,            0.022651,           0.0020801,             0.97454,             0.98167,             0.98544,             0.73418,            0.019953,            0.016646,           0.0021767,           0.0039857,           0.0039857,           0.0039857
                 245,            0.020527,            0.022596,           0.0019563,             0.97233,             0.98242,             0.98549,             0.73439,            0.019948,            0.016641,           0.0021793,            0.003961,            0.003961,            0.003961
                 246,             0.02055,            0.021545,           0.0020147,             0.97234,             0.98304,              0.9855,             0.73376,            0.019946,            0.016643,           0.0021837,           0.0039362,           0.0039362,           0.0039362
                 247,            0.020253,             0.02215,           0.0020198,             0.97245,             0.98238,              0.9855,             0.73409,            0.019945,            0.016641,           0.0021849,           0.0039115,           0.0039115,           0.0039115
                 248,            0.020337,            0.022075,           0.0019376,             0.97338,             0.98229,             0.98548,              0.7345,            0.019948,            0.016638,           0.0021869,           0.0038867,           0.0038867,           0.0038867
                 249,            0.020416,            0.022742,           0.0020337,             0.97468,             0.98247,             0.98546,             0.73509,            0.019947,            0.016635,           0.0021866,            0.003862,            0.003862,            0.003862
                 250,            0.020714,            0.022472,           0.0020313,             0.97423,             0.98362,              0.9854,             0.73457,            0.019946,            0.016633,            0.002192,           0.0038372,           0.0038372,           0.0038372
                 251,             0.02033,            0.022459,            0.002026,             0.97377,             0.98449,             0.98543,             0.73446,            0.019949,            0.016633,           0.0021961,           0.0038125,           0.0038125,           0.0038125
                 252,            0.020465,            0.022292,           0.0020998,             0.97381,             0.98471,             0.98548,             0.73503,            0.019954,            0.016632,           0.0021979,           0.0037878,           0.0037878,           0.0037878
                 253,            0.020564,            0.022494,           0.0022477,             0.97382,              0.9846,              0.9855,             0.73506,             0.01996,            0.016631,           0.0022018,            0.003763,            0.003763,            0.003763
                 254,            0.020294,            0.022217,           0.0019483,             0.97389,             0.98477,             0.98554,              0.7351,            0.019966,            0.016633,            0.002208,           0.0037383,           0.0037383,           0.0037383
                 255,            0.020455,            0.022765,           0.0020615,             0.97383,             0.98503,             0.98564,             0.73502,            0.019967,            0.016634,           0.0022111,           0.0037135,           0.0037135,           0.0037135
                 256,            0.020344,            0.021732,            0.002065,             0.97375,             0.98478,             0.98569,              0.7348,            0.019969,            0.016636,           0.0022148,           0.0036888,           0.0036888,           0.0036888
                 257,            0.020412,            0.022529,           0.0019269,             0.97381,             0.98489,             0.98564,             0.73555,            0.019976,             0.01664,           0.0022212,            0.003664,            0.003664,            0.003664
                 258,            0.020388,            0.022122,           0.0020361,             0.97358,             0.98449,              0.9857,             0.73439,            0.019981,            0.016638,           0.0022226,           0.0036393,           0.0036393,           0.0036393
                 259,            0.020535,            0.022102,           0.0020672,             0.97332,             0.98419,             0.98572,             0.73489,             0.01998,            0.016638,           0.0022225,           0.0036145,           0.0036145,           0.0036145
                 260,             0.02039,            0.022649,           0.0020225,             0.97323,             0.98343,             0.98576,             0.73476,            0.019985,            0.016634,           0.0022239,           0.0035898,           0.0035898,           0.0035898
